t,month,year,covid,control,extra_mon,extra_tue,extra_wed,extra_thu,extra_fri,extra_sat,extra_sun,top30,fulldata,mon_ct,tue_ct,wed_ct,thu_ct,fri_ct,sat_ct,sun_ct,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,day_ct
54,11,2007,0,0,0,0,0,1,1,0,0,1,1,4,4,4,5,5,4,4,372908.0,73267.0,17045.079999999998,1604.86,32195.63,139.15,22282.42,4101.0,472.0,3834989.0,965881.0,112670.0,1462782.0,4925.0,1288731.0,12330
55,12,2007,0,0,1,0,0,0,0,1,1,0,1,5,4,4,4,4,5,5,235907.0,73369.0,27162.4,3858.12,16164.21,174.42,26009.71,8174.0,780.0,4027832.0,1464995.0,295141.0,647895.0,6728.0,1613073.0,37882
55,12,2007,0,0,1,0,0,0,0,1,1,1,1,5,4,4,4,4,5,5,380475.0,123390.0,29377.18,4700.76,48036.79,338.71,40936.46,13380.0,738.0,7233610.0,1747765.0,407726.0,2410854.0,11452.0,2655813.0,12834
56,1,2008,0,0,0,1,1,1,0,0,0,0,1,4,5,5,5,4,4,4,232258.0,55189.0,19457.47,2432.48,12852.11,159.03,20287.81,6374.0,630.0,2909590.0,1045769.0,181669.0,464117.0,5013.0,1213022.0,37572
56,1,2008,0,0,0,1,1,1,0,0,0,1,1,4,5,5,5,4,4,4,373505.0,93618.0,21662.87,2925.13,38143.09,245.07,30641.760000000002,10934.0,695.0,5457072.0,1310185.0,248159.0,1958063.0,7899.0,1932766.0,12741
57,2,2008,0,0,0,0,0,0,1,0,0,0,1,4,4,4,4,5,4,4,217084.0,58723.0,19481.27,3164.7799999999997,13925.89,118.31,22032.65,7720.0,631.0,3227797.0,1075190.0,238473.0,550005.0,4170.0,1359959.0,34771
57,2,2008,0,0,0,0,0,0,1,0,0,1,1,4,4,4,4,5,4,4,352147.0,97514.0,20972.920000000002,3616.95,39339.53,190.12,33394.48,12876.0,1079.0,5794114.0,1323106.0,305853.0,2022639.0,7191.0,2135325.0,11861
58,3,2008,0,0,1,0,0,0,0,1,1,0,1,5,4,4,4,4,5,5,234670.0,59494.0,21192.43,2801.6,13739.79,193.08,21567.45,6373.0,572.0,3180648.0,1137218.0,225322.0,541354.0,6080.0,1270674.0,36859
58,3,2008,0,0,1,0,0,0,0,1,1,1,1,5,4,4,4,4,5,5,381413.0,97876.0,22583.71,2944.3,39022.16,264.21,33061.87,9809.0,986.0,5668427.0,1390677.0,249365.0,1945779.0,9037.0,2073569.0,12462
59,4,2008,0,0,0,1,1,0,0,0,0,0,1,4,5,5,4,4,4,4,227658.0,44425.0,15519.33,1591.5,12291.36,109.18,14913.91,3248.0,416.0,2245606.0,803151.0,132583.0,454943.0,3176.0,851753.0,36000
59,4,2008,0,0,0,1,1,0,0,0,0,1,1,4,5,5,4,4,4,4,370468.0,77744.0,18127.32,1718.75,33735.85,130.87,24031.29,7107.0,632.0,4198929.0,1123615.0,136223.0,1509062.0,4469.0,1425560.0,12210
60,5,2008,0,0,0,0,0,1,1,1,0,0,1,4,4,4,5,5,5,4,229706.0,42628.0,14117.95,1400.98,11945.9,99.38,15063.95,2025.0,265.0,2082312.0,713951.0,94613.0,432532.0,3477.0,837739.0,36518
60,5,2008,0,0,0,0,0,1,1,1,0,1,1,4,4,4,5,5,5,4,376586.0,77498.0,16896.41,1836.08,34941.67,156.13,23667.83,4204.0,588.0,4131018.0,1008680.0,145400.0,1564139.0,6274.0,1406525.0,12586
61,6,2008,0,0,1,0,0,0,0,0,1,0,1,5,4,4,4,4,4,5,231360.0,58810.0,19261.4,3038.93,15706.94,136.63,20665.98,3612.0,615.0,3346722.0,1061376.0,245354.0,711687.0,4876.0,1323429.0,36150
61,6,2008,0,0,1,0,0,0,0,0,1,1,1,5,4,4,4,4,4,5,377305.0,105450.0,21999.14,3886.72,46150.56,157.89000000000001,33255.6,7319.0,1661.0,6525550.0,1420891.0,326478.0,2515231.0,5738.0,2257212.0,12300
62,7,2008,0,0,0,1,1,1,0,0,0,0,1,4,5,5,5,4,4,4,237588.0,50340.0,18321.2,2891.35,12329.41,138.03,16660.1,3390.0,418.0,2954843.0,1009936.0,246296.0,591261.0,4699.0,1102651.0,36921
62,7,2008,0,0,0,1,1,1,0,0,0,1,1,4,5,5,5,4,4,4,390343.0,89710.0,21225.77,3448.4,36510.49,179.02,28346.420000000002,7208.0,1492.0,5810103.0,1407161.0,309498.0,2124776.0,8427.0,1960241.0,12648
63,8,2008,0,0,0,0,0,0,1,1,1,0,1,4,4,4,4,5,5,5,230944.0,43453.0,16288.28,2219.4,10665.16,89.63,14190.59,3213.0,340.0,2381588.0,890196.0,166327.0,461153.0,3143.0,860769.0,36859
63,8,2008,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,5,5,5,381333.0,77028.0,19373.19,2817.11,30205.8,129.42,24502.64,6622.0,1352.0,4714486.0,1240388.0,232579.0,1607595.0,4271.0,1629653.0,12648
64,9,2008,0,0,1,1,0,0,0,0,0,0,1,5,5,4,4,4,4,4,201789.0,24248.0,9904.9,907.59,6303.85,60.43,7071.33,4185.0,301.0,1137094.0,495364.0,62013.0,206348.0,1992.0,371377.0,35010
64,9,2008,0,0,1,1,0,0,0,0,0,1,1,5,5,4,4,4,4,4,339117.0,46901.0,11815.75,1263.87,21272.170000000002,63.37,12485.77,5726.0,418.0,2496849.0,723324.0,95019.0,971141.0,2831.0,704534.0,12090
65,10,2008,0,0,0,0,1,1,1,0,0,0,1,4,4,5,5,5,4,4,206332.0,25237.0,9462.54,565.63,6629.49,63.14,8516.46,991.0,304.0,1125389.0,448222.0,40129.0,196977.0,2327.0,437734.0,33697
65,10,2008,0,0,0,0,1,1,1,0,0,1,1,4,4,5,5,5,4,4,349873.0,48280.0,11939.630000000001,879.41,22098.99,88.66,13273.48,2258.0,581.0,2381621.0,696832.0,64963.0,905407.0,2958.0,711461.0,11935
66,11,2008,0,0,0,0,0,0,0,1,1,0,1,4,4,4,4,4,5,5,193959.0,28062.0,9021.57,767.02,8447.71,46.38,9779.44,1420.0,357.0,1357624.0,439645.0,50136.0,281076.0,1588.0,585179.0,33270
66,11,2008,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,4,5,5,329312.0,53860.0,11311.45,1184.37,25992.39,78.3,15293.58,3038.0,483.0,2960945.0,682330.0,89306.0,1246820.0,2499.0,939990.0,11700
67,12,2008,0,0,1,1,1,0,0,0,0,0,1,5,5,5,4,4,4,4,202432.0,61636.0,18681.04,3475.26,15469.28,138.74,23871.37,6739.0,1099.0,3689013.0,1095541.0,289506.0,670046.0,5107.0,1628813.0,34937
67,12,2008,0,0,1,1,1,0,0,0,0,1,1,5,5,5,4,4,4,4,342524.0,107011.0,22983.32,4861.83,42141.53,219.27,36804.96,11038.0,1333.0,6860653.0,1505469.0,458453.0,2239350.0,7074.0,2650307.0,12183
68,1,2009,0,0,0,0,0,1,1,1,0,0,1,4,4,4,5,5,5,4,197004.0,38776.0,11803.2,2115.95,12209.23,74.76,12572.8,4684.0,624.0,1896693.0,612935.0,140554.0,445810.0,2187.0,695207.0,34379
68,1,2009,0,0,0,0,0,1,1,1,0,1,1,4,4,4,5,5,5,4,335333.0,69880.0,15287.25,2967.96,30578.010000000002,134.24,20912.42,7745.0,638.0,3715298.0,940431.0,226740.0,1316793.0,4304.0,1227030.0,12214
69,2,2009,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,180010.0,25970.0,8978.15,808.67,7528.66,44.63,8610.02,1905.0,379.0,1257782.0,453429.0,55586.0,256814.0,1181.0,490772.0,30548
69,2,2009,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,308400.0,52117.0,11371.18,1281.98,24593.13,74.06,14796.59,4187.0,433.0,2845390.0,684828.0,96280.0,1178146.0,2424.0,883712.0,10808
70,3,2009,0,0,1,1,0,0,0,0,1,0,1,5,5,4,4,4,4,5,205395.0,37353.0,12348.13,1458.34,9583.27,89.03,13874.2,4061.0,546.0,1962868.0,651370.0,119820.0,360672.0,2828.0,828178.0,33852
70,3,2009,0,0,1,1,0,0,0,0,1,1,1,5,5,4,4,4,4,5,352025.0,70055.0,14624.76,2005.53,31032.27,108.81,22283.66,7619.0,791.0,3964780.0,914491.0,165335.0,1495106.0,3402.0,1386446.0,11873
71,4,2009,0,0,0,0,1,1,0,0,0,0,1,4,4,5,5,4,4,4,197815.0,34687.0,11301.07,1709.77,9183.12,62.11,12431.0,2809.0,466.0,1904780.0,591931.0,159726.0,356710.0,1650.0,794763.0,32550
71,4,2009,0,0,0,0,1,1,0,0,0,1,1,4,4,5,5,4,4,4,339977.0,67994.0,14432.04,1992.6,30635.65,84.25,20849.49,5164.0,1055.0,4177624.0,917850.0,193698.0,1660761.0,2506.0,1402809.0,11460
72,5,2009,0,0,0,0,0,0,1,1,1,0,1,4,4,4,4,5,5,5,198881.0,33274.0,10955.31,1384.76,8757.09,67.44,12109.51,1522.0,422.0,1622322.0,548181.0,92067.0,307585.0,1757.0,672732.0,33015
72,5,2009,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,5,5,5,347951.0,67414.0,13972.94,2017.16,31509.16,102.34,19812.26,3270.0,779.0,3603991.0,830925.0,146351.0,1459484.0,3179.0,1164052.0,11873
73,6,2009,0,0,1,1,0,0,0,0,0,0,1,5,5,4,4,4,4,4,203256.0,41971.0,15114.18,1731.87,9286.48,111.78,15726.98,2729.0,531.0,2329448.0,814711.0,150904.0,406553.0,3740.0,953540.0,33060
73,6,2009,0,0,1,1,0,0,0,0,0,1,1,5,5,4,4,4,4,4,354338.0,80915.0,17990.24,2898.39,33580.86,125.83,26319.7,5553.0,1481.0,4898254.0,1150692.0,263535.0,1744707.0,4331.0,1734989.0,11700
74,7,2009,0,0,0,0,1,1,1,0,0,0,1,4,4,5,5,5,4,4,211776.0,43610.0,15608.9,1736.56,10260.92,79.36,15924.57,2346.0,412.0,2295149.0,821282.0,133335.0,409932.0,2545.0,928055.0,33573
74,7,2009,0,0,0,0,1,1,1,0,0,1,1,4,4,5,5,5,4,4,368357.0,77819.0,18788.69,2584.1,29721.05,133.21,26592.01,4491.0,1252.0,4550370.0,1192449.0,197281.0,1475211.0,4456.0,1680973.0,11997
75,8,2009,0,0,1,0,0,0,0,1,1,0,1,5,4,4,4,4,5,5,206424.0,38084.0,13934.97,1397.33,8969.87,107.19,13674.74,1885.0,471.0,2010521.0,739967.0,96835.0,367752.0,3697.0,802270.0,33852
75,8,2009,0,0,1,0,0,0,0,1,1,1,1,5,4,4,4,4,5,5,361877.0,70298.0,17072.72,2515.21,27580.29,155.0,22974.91,3733.0,983.0,3973276.0,1061126.0,187085.0,1296250.0,7690.0,1421125.0,12183
76,9,2009,0,0,0,1,1,0,0,0,0,0,1,4,5,5,4,4,4,4,184750.0,23127.0,8885.04,761.78,5842.03,36.65,7601.34,996.0,310.0,1091886.0,444508.0,55832.0,187889.0,1081.0,402576.0,31800
76,9,2009,0,0,0,1,1,0,0,0,0,1,1,4,5,5,4,4,4,4,326102.0,43635.0,10962.4,1135.72,19270.15,66.02,12200.78,1938.0,631.0,2222118.0,679406.0,87320.0,772221.0,1934.0,681237.0,11580
77,10,2009,0,0,0,0,0,1,1,1,0,0,1,4,4,4,5,5,5,4,192131.0,39766.0,12784.95,964.29,10642.37,68.12,15306.42,1862.0,432.0,1891899.0,627087.0,67589.0,375505.0,2620.0,819098.0,32333
77,10,2009,0,0,0,0,0,1,1,1,0,1,1,4,4,4,5,5,5,4,339668.0,74783.0,15211.96,1804.02,34647.04,117.32,23002.7,3411.0,649.0,3908644.0,899730.0,140525.0,1557915.0,4212.0,1306262.0,12152
78,11,2009,0,0,1,0,0,0,0,0,1,0,1,5,4,4,4,4,4,5,185198.0,18441.0,7631.71,417.36,4396.23,26.54,5969.38,926.0,275.0,815829.0,358099.0,26767.0,132850.0,676.0,297437.0,31590
78,11,2009,0,0,1,0,0,0,0,0,1,1,1,5,4,4,4,4,4,5,324342.0,36299.0,9655.73,626.84,15502.8,43.56,10470.26,1806.0,414.0,1804129.0,579390.0,45286.0,626409.0,1200.0,551844.0,11910
79,12,2009,0,0,0,1,1,1,0,0,0,0,1,4,5,5,5,4,4,4,192038.0,47500.0,15687.65,2248.64,11890.82,167.15,17506.0,5044.0,729.0,2492736.0,820920.0,170302.0,471096.0,5885.0,1024533.0,33914
79,12,2009,0,0,0,1,1,1,0,0,0,1,1,4,5,5,5,4,4,4,337231.0,84520.0,19339.53,3300.34,33444.25,248.53,28187.44,9686.0,759.0,4770032.0,1170325.0,271624.0,1558115.0,9341.0,1760627.0,12245
80,1,2010,0,0,0,0,0,0,1,1,1,0,1,4,4,4,4,5,5,5,189604.0,35820.0,12581.51,1346.75,9453.49,167.53,12270.9,4933.0,728.0,1770906.0,655734.0,95852.0,322155.0,7815.0,689350.0,32953
80,1,2010,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,5,5,5,332202.0,61108.0,14983.75,2059.75,24457.27,270.27,19336.92,7897.0,691.0,3354012.0,923148.0,162445.0,1089836.0,14864.0,1163719.0,11284
81,2,2010,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,176374.0,35671.0,11994.18,1429.63,9638.25,126.34,12482.59,7786.0,523.0,1848450.0,635763.0,114518.0,359470.0,4154.0,734545.0,29960
81,2,2010,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,306894.0,59350.0,13645.59,2191.45,23596.2,188.67,19728.24,18512.0,610.0,3276908.0,830070.0,193593.0,1029549.0,6058.0,1217638.0,10192
82,3,2010,0,0,1,1,1,0,0,0,0,0,1,5,5,5,4,4,4,4,200758.0,35480.0,13255.64,1173.81,7146.32,144.49,13759.68,2846.0,424.0,1822780.0,676035.0,87535.0,246922.0,4411.0,807877.0,32457
82,3,2010,0,0,1,1,1,0,0,0,0,1,1,5,5,5,4,4,4,4,348503.0,65054.0,15538.68,1821.6399999999999,25966.04,187.64000000000001,21540.24,5384.0,888.0,3681772.0,973077.0,139515.0,1216083.0,5588.0,1347509.0,11222
83,4,2010,0,0,0,0,0,1,1,0,0,0,1,4,4,4,5,5,4,4,192670.0,26852.0,10414.81,741.26,5814.86,93.22,9787.75,1298.0,327.0,1269639.0,503062.0,49704.0,188812.0,3450.0,524611.0,32940
83,4,2010,0,0,0,0,0,1,1,0,0,1,1,4,4,4,5,5,4,4,336660.0,46332.0,12332.54,1006.04,17714.9,138.12,15140.41,2339.0,625.0,2400865.0,729486.0,72226.0,741650.0,4805.0,852698.0,11040
84,5,2010,0,0,1,0,0,0,0,1,1,0,1,5,4,4,4,4,5,5,197070.0,36511.0,12670.83,1362.84,8455.22,66.29,13956.04,2417.0,474.0,1932943.0,661176.0,115968.0,312399.0,2247.0,841153.0,32984
84,5,2010,0,0,1,0,0,0,0,1,1,1,1,5,4,4,4,4,5,5,345677.0,64172.0,14652.62,1896.22,26301.26,117.98,21204.08,4299.0,1026.0,3700436.0,927745.0,161408.0,1279064.0,3726.0,1328493.0,11470
85,6,2010,0,0,0,1,1,0,0,0,0,0,1,4,5,5,4,4,4,4,201642.0,45057.0,16273.9,1619.96,9550.72,86.98,17525.57,2829.0,550.0,2496452.0,887994.0,125660.0,384405.0,3228.0,1095165.0,33360
85,6,2010,0,0,0,1,1,0,0,0,0,1,1,4,5,5,4,4,4,4,350044.0,74950.0,18440.77,2471.18,26633.98,123.66,27280.47,5449.0,1270.0,4435928.0,1135993.0,199337.0,1337242.0,3805.0,1759551.0,11280
86,7,2010,0,0,0,0,0,1,1,1,0,0,1,4,4,4,5,5,5,4,208374.0,46840.0,16765.95,1945.52,9970.66,113.38,18044.26,2820.0,521.0,2544908.0,894506.0,137528.0,401800.0,3394.0,1107680.0,34038
86,7,2010,0,0,0,0,0,1,1,1,0,1,1,4,4,4,5,5,5,4,362414.0,76060.0,19566.08,2535.6,25458.31,145.32999999999998,28354.73,5350.0,1461.0,4463023.0,1224987.0,202531.0,1247854.0,5927.0,1781724.0,11594
87,8,2010,0,0,1,1,0,0,0,0,1,0,1,5,5,4,4,4,4,5,207666.0,36153.0,13646.03,1022.02,7377.2,95.44,14012.6,1949.0,434.0,1826177.0,703490.0,76815.0,258280.0,2951.0,784641.0,34720
87,8,2010,0,0,1,1,0,0,0,0,1,1,1,5,5,4,4,4,4,5,361551.0,61444.0,15700.65,1621.36,21479.94,124.8,22517.239999999998,3664.0,803.0,3399660.0,970399.0,123874.0,986544.0,3726.0,1315117.0,11625
88,9,2010,0,0,0,0,1,1,0,0,0,0,1,4,4,5,5,4,4,4,190868.0,26262.0,9699.09,890.25,6299.51,45.14,9328.15,1653.0,409.0,1245399.0,487300.0,58440.0,207643.0,1367.0,490649.0,33780
88,9,2010,0,0,0,0,1,1,0,0,0,1,1,4,4,5,5,4,4,4,335239.0,46476.0,11269.53,1270.48,19009.75,61.56,14864.8,3101.0,669.0,2393880.0,677241.0,86382.0,806703.0,2181.0,821373.0,11310
89,10,2010,0,0,0,0,0,0,1,1,1,0,1,4,4,4,4,5,5,5,197460.0,29775.0,11307.11,637.75,5769.06,76.59,11984.64,1891.0,295.0,1423528.0,548868.0,47133.0,179282.0,2160.0,646085.0,33852
89,10,2010,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,5,5,5,348058.0,52616.0,12892.09,1051.8,20356.23,105.71,18210.23,3383.0,556.0,2830946.0,757206.0,97979.0,920912.0,3192.0,1051657.0,11563
90,11,2010,0,0,1,1,0,0,0,0,0,0,1,5,5,4,4,4,4,4,188321.0,31202.0,11404.66,653.56,7225.73,63.9,11854.24,1264.0,328.0,1419550.0,551666.0,40517.0,221914.0,1680.0,603773.0,32670
90,11,2010,0,0,1,1,0,0,0,0,0,1,1,5,5,4,4,4,4,4,332678.0,51936.0,12478.98,979.5600000000001,20819.51,104.9,17552.94,2491.0,494.0,2510673.0,705595.0,69466.0,793465.0,3043.0,939104.0,11430
91,12,2010,0,0,0,0,1,1,1,0,0,0,1,4,4,5,5,5,4,4,195111.0,49643.0,17589.61,1543.63,10664.5,181.31,19664.06,6328.0,607.0,2625276.0,951561.0,118385.0,387549.0,6556.0,1161225.0,34379
91,12,2010,0,0,0,0,1,1,1,0,0,1,1,4,4,5,5,5,4,4,344271.0,80120.0,19979.84,2581.98,27457.98,228.51,29871.87,13364.0,761.0,4583387.0,1205403.0,208401.0,1309585.0,7082.0,1852916.0,11842
92,1,2011,0,0,1,0,0,0,0,1,1,0,1,5,4,4,4,4,5,5,171512.0,35374.0,12426.4,1039.49,8184.75,126.77,13596.77,5682.0,446.0,1748262.0,632704.0,74246.0,291387.0,3878.0,746047.0,29202
92,1,2011,0,0,1,0,0,0,0,1,1,1,1,5,4,4,4,4,5,5,322888.0,61704.0,15515.29,1911.53,22066.33,219.51,21991.32,13452.0,518.0,3282843.0,905641.0,153218.0,919998.0,7431.0,1296555.0,10695
93,2,2011,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,158714.0,33594.0,11136.84,1298.6,7969.66,97.03,13092.039999999999,8094.0,562.0,1772733.0,606044.0,98940.0,299974.0,3137.0,764638.0,26348
93,2,2011,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,296801.0,59115.0,13653.61,1834.98,22708.49,113.25,20804.69,14084.0,526.0,3273043.0,857047.0,159354.0,967818.0,3975.0,1284849.0,9800
94,3,2011,0,0,0,1,1,1,0,0,0,0,1,4,5,5,5,4,4,4,183680.0,35988.0,12817.55,564.3,7657.72,83.57000000000001,14865.05,2245.0,516.0,1845896.0,684592.0,43736.0,262258.0,2443.0,852867.0,29264
94,3,2011,0,0,0,1,1,1,0,0,0,1,1,4,5,5,5,4,4,4,343007.0,65554.0,15383.09,1120.68,24758.45,119.73,24172.22,4426.0,635.0,3604551.0,952430.0,97388.0,1082213.0,3967.0,1468553.0,10788
95,4,2011,0,0,0,0,0,0,1,1,0,0,1,4,4,4,4,5,5,4,176989.0,39165.0,12894.94,1001.78,9129.13,86.25,16053.04,3831.0,503.0,2136110.0,721299.0,92060.0,341633.0,2602.0,978516.0,28260
95,4,2011,0,0,0,0,0,0,1,1,0,1,1,4,4,4,4,5,5,4,330035.0,73363.0,15895.3,1802.36,29236.33,141.69,26287.23,6332.0,1002.0,4220228.0,1009895.0,154988.0,1394249.0,5313.0,1655783.0,10410
96,5,2011,0,0,1,1,0,0,0,0,1,0,1,5,5,4,4,4,4,5,181352.0,37715.0,12472.06,1503.05,8338.41,95.56,15305.99,3799.0,407.0,2151764.0,685207.0,145499.0,346176.0,3504.0,971378.0,28892
96,5,2011,0,0,1,1,0,0,0,0,1,1,1,5,5,4,4,4,4,5,339260.0,69430.0,16021.28,2048.6,26395.510000000002,139.48,24825.17,6955.0,1127.0,4201679.0,1001972.0,199280.0,1354170.0,4718.0,1641539.0,10757
97,6,2011,0,0,0,0,1,1,0,0,0,0,1,4,4,5,5,4,4,4,184018.0,39485.0,14224.81,1327.32,7984.61,82.94,15865.35,3118.0,452.0,2232270.0,816302.0,111669.0,323345.0,3281.0,977673.0,28830
97,6,2011,0,0,0,0,1,1,0,0,0,1,1,4,4,5,5,4,4,4,344569.0,71652.0,18033.81,2202.26,24050.38,149.95,27215.63,6172.0,1099.0,4377660.0,1181767.0,204067.0,1189320.0,6691.0,1795815.0,10440
98,7,2011,0,0,0,0,0,0,1,1,1,0,1,4,4,4,4,5,5,5,189516.0,38923.0,14087.18,1227.14,7728.99,55.11,15824.8,2912.0,388.0,2232040.0,812815.0,96957.0,311492.0,1974.0,1008802.0,29729
98,7,2011,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,5,5,5,357702.0,71555.0,17879.670000000002,2293.61,23403.07,87.92,27890.61,6320.0,1158.0,4418070.0,1171530.0,183628.0,1182089.0,2935.0,1877888.0,10850
99,8,2011,0,0,1,1,1,0,0,0,0,0,1,5,5,5,4,4,4,4,187461.0,33594.0,12338.97,1367.87,7040.9,70.52,12775.72,3516.0,327.0,1845382.0,684896.0,104156.0,272673.0,2759.0,780898.0,29791
99,8,2011,0,0,1,1,1,0,0,0,0,1,1,5,5,5,4,4,4,4,353981.0,63038.0,16261.38,2441.03,21069.62,127.82000000000001,23138.19,10210.0,1176.0,3902108.0,1070510.0,199377.0,1088916.0,5193.0,1538112.0,10850
100,9,2011,0,0,0,0,0,1,1,0,0,0,1,4,4,4,5,5,4,4,167275.0,24465.0,9076.94,594.23,5259.87,52.49,9481.63,1266.0,372.0,1249887.0,475938.0,46887.0,179411.0,2439.0,545212.0,28650
100,9,2011,0,0,0,0,0,1,1,0,0,1,1,4,4,4,5,5,4,4,320193.0,49047.0,11825.41,1195.9,19904.97,76.48,16044.24,2721.0,701.0,2638832.0,760002.0,87207.0,835413.0,2671.0,953539.0,10320
101,10,2011,0,0,1,0,0,0,0,1,1,0,1,5,4,4,4,4,5,5,173826.0,22488.0,8586.16,477.85,4946.52,54.09,8423.46,1258.0,282.0,1083672.0,440354.0,34219.0,157570.0,1833.0,449696.0,29264
101,10,2011,0,0,1,0,0,0,0,1,1,1,1,5,4,4,4,4,5,5,330569.0,45731.0,11750.45,845.01,18276.16,80.76,14778.55,2642.0,533.0,2357870.0,728864.0,70513.0,705969.0,3027.0,849497.0,10633
102,11,2011,0,0,0,1,1,0,0,0,0,0,1,4,5,5,4,4,4,4,165267.0,22050.0,7968.97,454.7,5329.64,57.06,8239.5,1130.0,312.0,1042155.0,402649.0,27198.0,162717.0,1591.0,448000.0,28830
102,11,2011,0,0,0,1,1,0,0,0,0,1,1,4,5,5,4,4,4,4,312773.0,44229.0,10998.95,768.14,18092.670000000002,66.92,14302.35,2098.0,461.0,2293282.0,681572.0,49535.0,745074.0,2197.0,814904.0,10410
103,12,2011,0,0,0,0,0,1,1,1,0,0,1,4,4,4,5,5,5,4,170841.0,25703.0,9469.75,622.91,5692.49,56.79,9861.14,1295.0,409.0,1260101.0,485033.0,40641.0,184137.0,1674.0,548616.0,29667
103,12,2011,0,0,0,0,0,1,1,1,0,1,1,4,4,4,5,5,5,4,323047.0,46910.0,12577.73,1019.7,17469.97,76.7,15765.93,2418.0,484.0,2505504.0,784178.0,83610.0,705208.0,2120.0,930388.0,10819
104,1,2012,0,0,1,1,0,0,0,0,1,0,1,5,5,4,4,4,4,5,167027.0,23739.0,8313.95,912.27,5811.07,53.81,8647.87,2328.0,447.0,1211526.0,441259.0,68132.0,200053.0,1533.0,500549.0,27683
104,1,2012,0,0,1,1,0,0,0,0,1,1,1,5,5,4,4,4,4,5,319106.0,47169.0,11437.69,1745.5,18602.39,63.84,15319.66,4776.0,557.0,2638899.0,750470.0,147325.0,784360.0,2173.0,954571.0,9765
105,2,2012,0,0,0,0,1,0,0,0,0,0,1,4,4,5,4,4,4,4,159711.0,20646.0,7763.32,519.34,4874.83,53.22,7435.22,1644.0,358.0,1000786.0,405566.0,33958.0,154715.0,2550.0,403997.0,25723
105,2,2012,0,0,0,0,1,0,0,0,0,1,1,4,4,5,4,4,4,4,305115.0,38341.0,10140.91,1108.66,14344.23,75.64,12671.67,3017.0,316.0,1991743.0,650286.0,82668.0,529619.0,3436.0,725734.0,9135
106,3,2012,0,0,0,0,0,1,1,1,0,0,1,4,4,4,5,5,5,4,179280.0,30195.0,11110.95,879.94,6360.34,53.58,11790.12,1893.0,478.0,1597493.0,615489.0,68318.0,214423.0,1902.0,697361.0,27559
106,3,2012,0,0,0,0,0,1,1,1,0,1,1,4,4,4,5,5,5,4,342348.0,56281.0,14453.07,1776.8899999999999,19660.16,70.66,20320.25,3517.0,546.0,3146547.0,919282.0,131098.0,823578.0,2052.0,1270537.0,9765
107,4,2012,0,0,1,0,0,0,0,0,1,0,1,5,4,4,4,4,4,5,172924.0,22358.0,8857.97,759.86,4500.72,48.2,8191.33,1756.0,296.0,1107710.0,459154.0,58361.0,144046.0,2021.0,444128.0,26220
107,4,2012,0,0,1,0,0,0,0,0,1,1,1,5,4,4,4,4,4,5,332294.0,41281.0,11541.72,1200.77,13479.88,72.16,14986.61,3205.0,531.0,2202333.0,729469.0,86464.0,500828.0,2712.0,882860.0,9420
108,5,2012,0,0,0,1,1,1,0,0,0,0,1,4,5,5,5,4,4,4,177295.0,27346.0,10249.89,964.74,5712.14,75.2,10344.02,1564.0,374.0,1441438.0,550934.0,68304.0,211842.0,2695.0,607663.0,27187
108,5,2012,0,0,0,1,1,1,0,0,0,1,1,4,5,5,5,4,4,4,341128.0,53107.0,13533.1,2055.49,18916.75,100.55,18501.09,2915.0,873.0,3045107.0,877119.0,167048.0,834168.0,3521.0,1163251.0,9734
109,6,2012,0,0,0,0,0,0,1,1,0,0,1,4,4,4,4,5,5,4,180736.0,33234.0,12401.41,972.1800000000001,6222.54,59.6,13578.4,1847.0,337.0,1788985.0,661191.0,75547.0,249246.0,2030.0,800971.0,26580
109,6,2012,0,0,0,0,0,0,1,1,0,1,1,4,4,4,4,5,5,4,346197.0,61450.0,17210.31,1640.32,19240.65,137.62,23220.97,3939.0,1077.0,3737280.0,1133723.0,142778.0,927580.0,5103.0,1528096.0,9420
110,7,2012,0,0,1,1,0,0,0,0,1,0,1,5,5,4,4,4,4,5,186937.0,43198.0,14819.92,1721.32,8304.47,76.48,18275.9,2508.0,440.0,2508608.0,831237.0,139345.0,370418.0,2561.0,1165047.0,26970
110,7,2012,0,0,1,1,0,0,0,0,1,1,1,5,5,4,4,4,4,5,358194.0,78198.0,19613.54,2739.87,24776.28,134.75,30933.64,5202.0,1208.0,5135066.0,1339390.0,240785.0,1370303.0,4202.0,2180386.0,9734
