t,month,year,covid,control,extra_mon,extra_tue,extra_wed,extra_thu,extra_fri,extra_sat,extra_sun,top30,fulldata,mon_ct,tue_ct,wed_ct,thu_ct,fri_ct,sat_ct,sun_ct,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,day_ct
111,8,2012,0,0,0,0,1,1,1,0,0,0,1,4,4,5,5,5,4,4,184803.0,36654.0,13348.08,991.84,7234.41,80.22,14999.53,2475.0,438.0,2021042.0,732436.0,74518.0,295432.0,3276.0,915380.0,27373
111,8,2012,0,0,0,0,1,1,1,0,0,1,1,4,4,5,5,5,4,4,355990.0,67780.0,17984.07,1882.18,21224.91,161.82,26527.0,4624.0,802.0,4145099.0,1184143.0,148005.0,1037924.0,6901.0,1768126.0,9827
112,9,2012,0,0,0,0,0,0,0,1,1,0,1,4,4,4,4,4,5,5,166769.0,25054.0,9080.61,557.4,5758.6,37.95,9619.63,1161.0,299.0,1296173.0,484641.0,36880.0,218345.0,1519.0,554788.0,26430
112,9,2012,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,4,5,5,323430.0,52021.0,13736.65,1092.78,18668.35,96.63,18426.58,2792.0,517.0,2966020.0,921065.0,72897.0,825113.0,3782.0,1143163.0,9480
113,10,2012,0,0,1,1,1,0,0,0,0,0,1,5,5,5,4,4,4,4,176236.0,28468.0,10552.2,360.54,6419.02,50.78,11085.55,3440.0,288.0,1398449.0,536440.0,24052.0,225409.0,1669.0,610879.0,26753
113,10,2012,0,0,1,1,1,0,0,0,0,1,1,5,5,5,4,4,4,4,339018.0,58077.0,15032.98,926.38,21511.82,98.64,20507.34,11184.0,510.0,3068068.0,934071.0,65806.0,867669.0,4346.0,1196176.0,9734
114,11,2012,0,0,0,0,0,1,1,0,0,0,1,4,4,4,5,5,4,4,166661.0,21798.0,8586.84,320.68,4441.9,41.230000000000004,8407.5,1492.0,254.0,1084933.0,431812.0,22834.0,146903.0,1464.0,481920.0,26520
114,11,2012,0,0,0,0,0,1,1,0,0,1,1,4,4,4,5,5,4,4,321345.0,42036.0,12228.8,747.3100000000001,13523.35,72.76,15463.73,3613.0,445.0,2358953.0,768447.0,77143.0,567461.0,2419.0,943483.0,9600
115,12,2012,0,0,1,0,0,0,0,1,1,0,1,5,4,4,4,4,5,5,168282.0,37728.0,12891.2,1201.35,7751.98,80.41,15802.97,2987.0,503.0,2034571.0,693029.0,106390.0,301687.0,2582.0,930883.0,27745
115,12,2012,0,0,1,0,0,0,0,1,1,1,1,5,4,4,4,4,5,5,325936.0,68999.0,17791.04,1721.85,22828.4,184.96,26472.81,4983.0,625.0,3989863.0,1114803.0,141154.0,1027700.0,6603.0,1699603.0,9796
116,1,2013,0,0,0,1,1,1,0,0,0,0,1,4,5,5,5,4,4,4,177516.0,32175.0,11232.35,1151.29,8435.54,54.57,11301.24,2844.0,514.0,1677016.0,618180.0,89605.0,313500.0,1833.0,653898.0,30752
116,1,2013,0,0,0,1,1,1,0,0,0,1,1,4,5,5,5,4,4,4,332003.0,56035.0,14147.74,1640.72,20740.43,128.09,19378.12,4717.0,617.0,3121236.0,946194.0,143998.0,835431.0,4471.0,1191142.0,10540
117,2,2013,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,163938.0,30007.0,10250.46,1063.7,7771.82,51.01,10870.1,3902.0,387.0,1548362.0,555319.0,77650.0,297605.0,2310.0,615478.0,27832
117,2,2013,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,305808.0,53558.0,13039.87,1555.38,19697.18,72.3,19193.39,7427.0,470.0,2945468.0,860402.0,113240.0,822053.0,2408.0,1147365.0,9296
118,3,2013,0,0,0,0,0,0,1,1,1,0,1,4,4,4,4,5,5,5,193319.0,36896.0,12211.47,940.02,9474.65,78.99,14190.94,2880.0,375.0,1953643.0,661295.0,77870.0,387150.0,3513.0,823815.0,30907
118,3,2013,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,5,5,5,358993.0,64847.0,15696.15,1681.1,23165.72,121.51,24182.48,6053.0,587.0,3751149.0,1005577.0,148136.0,1060441.0,4618.0,1532377.0,10292
119,4,2013,0,0,1,1,0,0,0,0,0,0,1,5,5,4,4,4,4,4,187482.0,38623.0,12171.85,1228.8799999999999,8966.31,75.7,16180.58,3332.0,345.0,2120843.0,671343.0,101108.0,363919.0,2520.0,981953.0,30210
119,4,2013,0,0,1,1,0,0,0,0,0,1,1,5,5,4,4,4,4,4,348911.0,72683.0,16180.89,1787.1,27275.12,123.92999999999999,27315.97,6127.0,664.0,4527192.0,1137379.0,169278.0,1401873.0,5223.0,1813439.0,10080
120,5,2013,0,0,0,0,1,1,1,0,0,0,1,4,4,5,5,5,4,4,191004.0,37650.0,12625.25,1336.07,8359.28,71.37,15257.92,2304.0,417.0,2055078.0,666438.0,109294.0,344570.0,2793.0,931983.0,30628
120,5,2013,0,0,0,0,1,1,1,0,0,1,1,4,4,5,5,5,4,4,357638.0,67628.0,15515.86,1876.28,25205.39,100.12,24930.48,3934.0,1003.0,4042426.0,1007710.0,151030.0,1248185.0,4302.0,1631199.0,10447
121,6,2013,0,0,0,0,0,0,0,1,1,0,1,4,4,4,4,4,5,5,191196.0,50180.0,16303.79,2307.66,9923.29,80.08,21565.46,3371.0,464.0,3055862.0,949357.0,202359.0,464440.0,3204.0,1436502.0,30540
121,6,2013,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,4,5,5,360945.0,93004.0,21157.89,3423.27,30767.07,136.13,37519.58,6481.0,1416.0,6304533.0,1490182.0,306504.0,1779393.0,6241.0,2722213.0,10170
122,7,2013,0,0,1,1,1,0,0,0,0,0,1,5,5,5,4,4,4,4,197795.0,49728.0,17240.12,1635.15,10090.2,86.8,20676.0,3098.0,404.0,2867660.0,977086.0,129153.0,451331.0,3138.0,1306952.0,30814
122,7,2013,0,0,1,1,1,0,0,0,0,1,1,5,5,5,4,4,4,4,373828.0,92831.0,21434.96,2726.26,32185.76,131.69,36352.33,6501.0,1363.0,5861064.0,1471169.0,213909.0,1719442.0,5403.0,2451141.0,10509
123,8,2013,0,0,0,0,0,1,1,1,0,0,1,4,4,4,5,5,5,4,194417.0,40469.0,14731.14,1142.94,7771.51,94.23,16729.43,2014.0,336.0,2090130.0,755787.0,85679.0,303324.0,3212.0,942128.0,31186
123,8,2013,0,0,0,0,0,1,1,1,0,1,1,4,4,4,5,5,5,4,368504.0,72181.0,17855.38,1611.78,24097.59,124.32,28491.96,3523.0,973.0,4021667.0,1096414.0,120739.0,1094959.0,4520.0,1705035.0,10726
124,9,2013,0,0,1,0,0,0,0,0,1,0,1,5,4,4,4,4,4,5,175943.0,28266.0,10009.17,723.91,5839.88,60.32,11633.210000000001,1484.0,283.0,1396873.0,493824.0,52750.0,215288.0,1824.0,633187.0,30150
124,9,2013,0,0,1,0,0,0,0,0,1,1,1,5,4,4,4,4,4,5,334862.0,48868.0,12722.99,1340.5,16701.45,84.01,18019.22,2928.0,770.0,2799759.0,794308.0,105672.0,799689.0,3362.0,1096728.0,10200
125,10,2013,0,0,0,1,1,1,0,0,0,0,1,4,5,5,5,4,4,4,184333.0,29594.0,10637.42,407.32,6424.64,36.84,12087.95,1164.0,309.0,1334493.0,510623.0,25054.0,210436.0,1316.0,587064.0,30442
125,10,2013,0,0,0,1,1,1,0,0,0,1,1,4,5,5,5,4,4,4,351011.0,51744.0,13237.82,764.57,18707.01,95.66,18939.11,2099.0,451.0,2583762.0,783114.0,52997.0,722194.0,3269.0,1022188.0,10447
126,11,2013,0,0,0,0,0,0,1,1,0,0,1,4,4,4,4,5,5,4,173316.0,28146.0,10151.84,547.41,6144.56,66.33,11235.89,1749.0,314.0,1349057.0,498680.0,34833.0,216779.0,4871.0,593894.0,30090
126,11,2013,0,0,0,0,0,0,1,1,0,1,1,4,4,4,4,5,5,4,329980.0,49206.0,13164.22,1010.23,16969.01,184.98,17877.56,3333.0,541.0,2596732.0,795443.0,74613.0,680515.0,20496.0,1025665.0,10290
127,12,2013,0,0,1,1,0,0,0,0,1,0,1,5,5,4,4,4,4,5,177885.0,54942.0,17935.33,1923.7,11759.69,92.14,23231.27,5357.0,504.0,2928112.0,957891.0,148232.0,497643.0,3100.0,1321246.0,31620
127,12,2013,0,0,1,1,0,0,0,0,1,1,1,5,5,4,4,4,4,5,338854.0,90016.0,23552.79,2991.77,28374.81,170.08,34926.64,9390.0,652.0,5005485.0,1433182.0,240450.0,1196706.0,5704.0,2129443.0,10571
128,1,2014,0,0,0,0,1,1,1,0,0,0,1,4,4,5,5,5,4,4,159054.0,43375.0,15105.06,2055.57,8459.42,49.17,17705.85,11028.0,644.0,2674014.0,907971.0,194274.0,397235.0,1999.0,1172535.0,26753
128,1,2014,0,0,0,0,1,1,1,0,0,1,1,4,4,5,5,5,4,4,312895.0,76619.0,21043.38,3904.0,22683.56,95.0,28893.13,19824.0,833.0,5013915.0,1476480.0,383777.0,1079422.0,3354.0,2070882.0,9548
129,2,2014,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,145282.0,35897.0,12405.75,956.62,7910.31,31.58,14592.81,7495.0,481.0,1909036.0,674463.0,79613.0,324156.0,1434.0,829370.0,23576
129,2,2014,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,285320.0,65543.0,16787.94,2229.05,21904.32,73.99,24547.57,16224.0,661.0,3908625.0,1087728.0,207147.0,1045652.0,2903.0,1565195.0,8568
130,3,2014,0,0,1,0,0,0,0,1,1,0,1,5,4,4,4,4,5,5,169647.0,36923.0,13285.9,647.06,7484.11,40.07,15465.84,3331.0,420.0,1834990.0,675773.0,50361.0,285349.0,1428.0,822079.0,26164
130,3,2014,0,0,1,0,0,0,0,1,1,1,1,5,4,4,4,4,5,5,334110.0,65374.0,17468.92,1319.41,21222.36,71.67,25291.45,6516.0,447.0,3517258.0,1047844.0,113419.0,883497.0,2393.0,1470105.0,9641
131,4,2014,0,0,0,1,1,0,0,0,0,0,1,4,5,5,4,4,4,4,162833.0,32825.0,11368.44,699.28,6859.66,39.800000000000004,13857.74,2053.0,348.0,1651267.0,583185.0,52916.0,261015.0,1710.0,752441.0,25200
131,4,2014,0,0,0,1,1,0,0,0,0,1,1,4,5,5,4,4,4,4,320666.0,58981.0,14465.83,1236.46,20927.88,72.78,22278.079999999998,3509.0,708.0,3227896.0,905836.0,89135.0,924081.0,2345.0,1306499.0,9210
132,5,2014,0,0,0,0,0,1,1,1,0,0,1,4,4,4,5,5,5,4,167472.0,36827.0,13128.26,892.61,7042.28,57.32,15706.75,3383.0,395.0,2018062.0,695103.0,80999.0,300091.0,2512.0,939357.0,26536
132,5,2014,0,0,0,0,0,1,1,1,0,1,1,4,4,4,5,5,5,4,331806.0,67318.0,17027.78,1942.25,23126.03,90.33,25131.67,6130.0,1297.0,4075762.0,1077563.0,189691.0,1193847.0,4219.0,1610442.0,9610
133,6,2014,0,0,1,0,0,0,0,0,1,0,1,5,4,4,4,4,4,5,168661.0,46382.0,15460.539999999999,1639.95,9097.56,56.03,20128.01,3808.0,472.0,2659116.0,871508.0,131888.0,396335.0,2121.0,1257264.0,26250
133,6,2014,0,0,1,0,0,0,0,0,1,1,1,5,4,4,4,4,4,5,333956.0,83324.0,20016.5,2867.2,28052.77,107.51,32279.89,6325.0,1296.0,5096169.0,1303261.0,247992.0,1392491.0,4307.0,2148118.0,9210
134,7,2014,0,0,0,1,1,1,0,0,0,0,1,4,5,5,5,4,4,4,174842.0,41786.0,15007.36,1063.07,8052.41,61.21,17601.68,2853.0,325.0,2314045.0,838053.0,94791.0,328439.0,2052.0,1050710.0,26753
134,7,2014,0,0,0,1,1,1,0,0,0,1,1,4,5,5,5,4,4,4,346038.0,75365.0,19316.34,2600.2,24020.37,94.22,29334.09,5537.0,1162.0,4550969.0,1261952.0,224379.0,1174761.0,3408.0,1886469.0,9455
135,8,2014,0,0,0,0,0,0,1,1,1,0,1,4,4,4,4,5,5,5,169211.0,37117.0,12932.91,1244.13,8071.95,60.71,14807.28,2224.0,340.0,2042734.0,701716.0,113557.0,326227.0,2284.0,898950.0,26908
135,8,2014,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,5,5,5,338280.0,68589.0,17590.08,2188.2,23070.8,115.0,25624.7,3725.0,1085.0,4023751.0,1130366.0,178023.0,1055500.0,5152.0,1654710.0,9641
136,9,2014,0,0,1,1,0,0,0,0,0,0,1,5,5,4,4,4,4,4,156153.0,27716.0,9709.86,595.31,6839.88,47.05,10523.9,2524.0,308.0,1396364.0,501835.0,37645.0,253042.0,1898.0,601944.0,26010
136,9,2014,0,0,1,1,0,0,0,0,0,1,1,5,5,4,4,4,4,4,313336.0,53462.0,12938.42,1229.19,21228.26,87.17,17979.03,4252.0,680.0,2965353.0,831655.0,89763.0,947941.0,4513.0,1091481.0,9270
137,10,2014,0,0,0,0,1,1,1,0,0,0,1,4,4,5,5,5,4,4,162836.0,30560.0,10275.47,581.97,7259.46,42.67,12400.34,1979.0,276.0,1549826.0,520931.0,48308.0,276082.0,1490.0,703015.0,26412
137,10,2014,0,0,0,0,1,1,1,0,0,1,1,4,4,5,5,5,4,4,328175.0,61725.0,14729.93,1072.36,24550.63,51.85,21320.32,3227.0,516.0,3419338.0,906137.0,83784.0,1140233.0,2543.0,1286641.0,9486
138,11,2014,0,0,0,0,0,0,0,1,1,0,1,4,4,4,4,4,5,5,154286.0,29521.0,9935.29,891.94,7227.72,53.68,11412.31,1600.0,287.0,1485541.0,511478.0,64081.0,264588.0,2456.0,642938.0,25410
138,11,2014,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,4,5,5,307768.0,55136.0,14046.59,1237.61,20165.21,50.36,19636.32,2701.0,420.0,3031705.0,882351.0,91361.0,852775.0,1699.0,1203519.0,8910
139,12,2014,0,0,1,1,1,0,0,0,0,0,1,5,5,5,4,4,4,4,158570.0,39044.0,13947.22,776.37,8225.36,85.78,16009.38,2629.0,514.0,1974762.0,725748.0,50738.0,290045.0,3317.0,904914.0,26784
139,12,2014,0,0,1,1,1,0,0,0,0,1,1,5,5,5,4,4,4,4,318613.0,71119.0,18594.17,1165.57,25152.22,106.11,26100.920000000002,4106.0,534.0,3976463.0,1140472.0,91027.0,1126745.0,3813.0,1614406.0,9269
140,1,2015,0,0,0,0,0,1,1,1,0,0,1,4,4,4,5,5,5,4,154759.0,32839.0,11459.36,1308.47,7813.51,53.11,12204.82,3632.0,433.0,1775120.0,625928.0,107399.0,305991.0,2141.0,733661.0,26815
140,1,2015,0,0,0,0,0,1,1,1,0,1,1,4,4,4,5,5,5,4,315208.0,63112.0,16807.87,2003.1100000000001,22065.12,95.11,22140.52,8349.0,540.0,3664742.0,1082227.0,155688.0,972064.0,4559.0,1450204.0,9548
141,2,2015,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,141252.0,31493.0,10633.05,1561.56,7751.66,37.91,11509.01,6720.0,431.0,1727450.0,581567.0,126649.0,328130.0,1608.0,689496.0,23828
141,2,2015,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,287939.0,63686.0,17001.99,3018.86,21778.69,73.44,21813.06,13797.0,580.0,3908146.0,1131093.0,284616.0,1021043.0,2972.0,1468422.0,8624
142,3,2015,0,0,1,1,0,0,0,0,1,0,1,5,5,4,4,4,4,5,165924.0,31212.0,11934.84,713.79,6723.08,69.04,11771.47,3437.0,434.0,1638470.0,640124.0,67083.0,253426.0,3646.0,674191.0,26226
142,3,2015,0,0,1,1,0,0,0,0,1,1,1,5,5,4,4,4,4,5,338387.0,64240.0,18159.29,1634.33,21560.39,80.0,22806.04,7564.0,738.0,3800440.0,1178556.0,161578.0,975467.0,2940.0,1481899.0,9517
143,4,2015,0,0,0,0,1,1,0,0,0,0,1,4,4,5,5,4,4,4,159147.0,26613.0,9420.52,1057.86,5904.04,44.9,10185.54,1543.0,402.0,1402959.0,497241.0,87613.0,221113.0,1537.0,595455.0,25470
143,4,2015,0,0,0,0,1,1,0,0,0,1,1,4,4,5,5,4,4,4,326004.0,55634.0,15262.48,1715.12,20096.920000000002,51.76,18507.7,2977.0,978.0,3216349.0,993353.0,133977.0,896914.0,2123.0,1189982.0,9150
144,5,2015,0,0,0,0,0,0,1,1,1,0,1,4,4,4,4,5,5,5,161814.0,29695.0,10116.77,1377.96,6074.29,51.62,12074.2,2111.0,538.0,1695798.0,568787.0,127707.0,249858.0,2014.0,747432.0,25916
144,5,2015,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,5,5,5,335179.0,59950.0,16271.53,2261.11,20480.83,90.86,20845.77,3583.0,1120.0,3741561.0,1099133.0,208848.0,1004794.0,3697.0,1425089.0,9424
145,6,2015,0,0,1,1,0,0,0,0,0,0,1,5,5,4,4,4,4,4,164191.0,38039.0,13575.71,1456.06,6972.44,63.7,15971.11,3065.0,445.0,2248489.0,799972.0,123668.0,292545.0,2729.0,1029575.0,26130
145,6,2015,0,0,1,1,0,0,0,0,0,1,1,5,5,4,4,4,4,4,339706.0,77703.0,21552.42,2906.22,24719.37,105.02,28419.79,6055.0,1485.0,5122331.0,1496361.0,257031.0,1338323.0,4355.0,2026261.0,9240
146,7,2015,0,0,0,0,1,1,1,0,0,0,1,4,4,5,5,5,4,4,169976.0,35359.0,12752.58,1046.67,6374.48,72.56,15112.89,1593.0,417.0,1978836.0,716024.0,73980.0,253289.0,2753.0,932790.0,25017
146,7,2015,0,0,0,0,1,1,1,0,0,1,1,4,4,5,5,5,4,4,350742.0,72268.0,19911.69,2199.87,22693.66,110.23,27352.77,3213.0,1111.0,4407668.0,1305355.0,158488.0,1090166.0,4068.0,1849591.0,8649
147,8,2015,0,0,1,0,0,0,0,1,1,0,1,5,4,4,4,4,5,5,165662.0,30369.0,11271.65,1081.18,5929.73,103.64,11982.73,1687.0,365.0,1723327.0,641413.0,85413.0,249843.0,5258.0,741400.0,25172
147,8,2015,0,0,1,0,0,0,0,1,1,1,1,5,4,4,4,4,5,5,344874.0,63744.0,17772.13,2372.11,20675.75,149.28,22774.57,3365.0,1163.0,3893144.0,1178185.0,180379.0,1024760.0,6735.0,1503085.0,8649
148,9,2015,0,0,0,1,1,0,0,0,0,0,1,4,5,5,4,4,4,4,151219.0,18590.0,7174.38,595.67,4214.7699999999995,61.29,6543.85,677.0,219.0,944200.0,382632.0,42596.0,147860.0,2050.0,369062.0,24360
148,9,2015,0,0,0,1,1,0,0,0,0,1,1,4,5,5,4,4,4,4,313727.0,41471.0,11869.88,1425.87,15117.58,87.02,12970.6,1398.0,499.0,2347387.0,794159.0,94447.0,638761.0,3918.0,816102.0,8370
149,10,2015,0,0,0,0,0,1,1,1,0,0,1,4,4,4,5,5,5,4,158053.0,19274.0,7465.1,363.63,4680.09,27.21,6738.07,907.0,307.0,979657.0,387020.0,37154.0,164220.0,1018.0,390245.0,25017
149,10,2015,0,0,0,0,0,1,1,1,0,1,1,4,4,4,5,5,5,4,328112.0,40805.0,12113.56,802.4,15103.82,56.69,12728.57,1547.0,526.0,2335573.0,818991.0,72071.0,638477.0,2022.0,804012.0,8556
150,11,2015,0,0,1,0,0,0,0,0,1,0,1,5,4,4,4,4,4,5,153578.0,23527.0,8203.99,744.54,5700.92,47.89,8829.78,1730.0,296.0,1255280.0,448863.0,71427.0,227928.0,1857.0,505205.0,24420
150,11,2015,0,0,1,0,0,0,0,0,1,1,1,5,4,4,4,4,4,5,314393.0,47044.0,13339.51,1240.48,16935.62,120.67,15407.76,2869.0,709.0,2785424.0,909842.0,115523.0,753326.0,6883.0,999850.0,8460
151,12,2015,0,0,0,1,1,1,0,0,0,0,1,4,5,5,5,4,4,4,156284.0,31097.0,10921.06,1095.7,6402.85,79.9,12597.78,2831.0,572.0,1780603.0,625263.0,105879.0,244351.0,2717.0,802393.0,25637
151,12,2015,0,0,0,1,1,1,0,0,0,1,1,4,5,5,5,4,4,4,322946.0,65675.0,18462.5,2054.14,20914.88,216.87,24026.54,5232.0,878.0,4278913.0,1270867.0,221019.0,1043113.0,7385.0,1736529.0,8711
152,1,2016,0,0,0,0,0,0,1,1,1,0,1,4,4,4,4,5,5,5,143315.0,22108.0,8189.86,699.01,5304.03,51.54,7863.7699999999995,2859.0,411.0,1191787.0,473232.0,64686.0,190319.0,1810.0,461740.0,22909
152,1,2016,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,5,5,5,302512.0,48774.0,14381.86,1544.18,16389.0,102.09,16356.99,8806.0,453.0,2930342.0,1009755.0,136376.0,708497.0,3890.0,1071824.0,8308
153,2,2016,0,0,1,0,0,0,0,0,0,0,1,5,4,4,4,4,4,4,136380.0,18783.0,6894.55,511.25,4559.18,30.57,6787.64,2080.0,348.0,1095452.0,421360.0,53391.0,176667.0,878.0,443156.0,20938
153,2,2016,0,0,1,0,0,0,0,0,0,1,1,5,4,4,4,4,4,4,287509.0,42897.0,11488.710000000001,1510.38,15830.8,79.89,13987.31,4743.0,621.0,2900036.0,855740.0,157562.0,842151.0,3241.0,1041342.0,7830
154,3,2016,0,0,0,1,1,1,0,0,0,0,1,4,5,5,5,4,4,4,154152.0,26199.0,8353.78,681.0600000000001,6567.14,47.26,10550.01,1509.0,413.0,1416535.0,484514.0,55736.0,256480.0,1691.0,618114.0,22661
154,3,2016,0,0,0,1,1,1,0,0,0,1,1,4,5,5,5,4,4,4,324970.0,56370.0,13905.6,1488.22,21499.76,145.04,19331.51,3224.0,690.0,3445035.0,1008807.0,118043.0,1046235.0,6258.0,1265692.0,8432
155,4,2016,0,0,0,0,0,0,1,1,0,0,1,4,4,4,4,5,5,4,147353.0,20821.0,7195.04,450.77,4699.89,46.11,8429.22,1357.0,297.0,1107317.0,406770.0,38090.0,175413.0,1571.0,485473.0,22380
155,4,2016,0,0,0,0,0,0,1,1,0,1,1,4,4,4,4,5,5,4,314277.0,45786.0,12517.15,1134.11,16219.11,95.43,15820.19,2752.0,522.0,2741420.0,881200.0,96876.0,718116.0,3262.0,1041966.0,8190
156,5,2016,0,0,1,1,0,0,0,0,1,0,1,5,5,4,4,4,4,5,152140.0,23449.0,7992.61,788.4499999999999,5128.5,48.05,9491.37,814.0,461.0,1267132.0,448573.0,71049.0,187282.0,1851.0,558377.0,22847
156,5,2016,0,0,1,1,0,0,0,0,1,1,1,5,5,4,4,4,4,5,327218.0,52049.0,14139.93,1695.1200000000001,18313.92,128.02,17772.11,1695.0,889.0,3149582.0,981149.0,153825.0,838253.0,3957.0,1172398.0,8432
157,6,2016,0,0,0,0,1,1,0,0,0,0,1,4,4,5,5,4,4,4,155651.0,31988.0,10757.33,1173.59,6176.87,67.88,13812.28,1727.0,451.0,1937877.0,662233.0,106976.0,256531.0,4392.0,907745.0,22710
157,6,2016,0,0,0,0,1,1,0,0,0,1,1,4,4,5,5,4,4,4,331986.0,68373.0,18968.38,2163.15,22346.36,113.64,24781.24,3255.0,1288.0,4462363.0,1385913.0,200659.0,1108422.0,6546.0,1760823.0,8130
158,7,2016,0,0,0,0,0,0,1,1,1,0,1,4,4,4,4,5,5,5,160014.0,35974.0,12559.28,1326.08,6566.34,49.54,15472.9,3281.0,465.0,2402976.0,860155.0,129072.0,314106.0,1911.0,1097732.0,23219
158,7,2016,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,5,5,5,342443.0,77627.0,21019.91,3017.28,25523.66,129.71,27936.38,6028.0,1485.0,5694751.0,1637747.0,295517.0,1558782.0,5106.0,2197599.0,8370
159,8,2016,0,0,1,1,1,0,0,0,0,0,1,5,5,5,4,4,4,4,158297.0,30903.0,10641.18,967.86,6366.16,59.519999999999996,12868.19,2143.0,365.0,1916355.0,717092.0,77746.0,266116.0,3642.0,851759.0,23715
159,8,2016,0,0,1,1,1,0,0,0,0,1,1,5,5,5,4,4,4,4,340050.0,72518.0,19471.920000000002,2346.7400000000002,25279.05,145.52,25274.57,4750.0,1124.0,5105385.0,1622182.0,200557.0,1371253.0,10884.0,1900509.0,8339
160,9,2016,0,0,0,0,0,1,1,0,0,0,1,4,4,4,5,5,4,4,145297.0,18719.0,6635.2300000000005,482.98,4404.03,24.61,7172.3,479.0,237.0,1000119.0,387726.0,39392.0,165488.0,896.0,406617.0,22620
160,9,2016,0,0,0,0,0,1,1,0,0,1,1,4,4,4,5,5,4,4,309579.0,44967.0,11773.68,1454.71,17500.75,68.86,14168.97,1037.0,565.0,2667220.0,834548.0,105831.0,798589.0,3249.0,925003.0,7950
161,10,2016,0,0,1,0,0,0,0,1,1,0,1,5,4,4,4,4,5,5,150810.0,18381.0,6839.85,195.31,3792.71,30.95,7522.42,1238.0,228.0,924542.0,382901.0,19342.0,124272.0,988.0,397039.0,23219
161,10,2016,0,0,1,0,0,0,0,1,1,1,1,5,4,4,4,4,5,5,321816.0,45089.0,11854.85,650.97,18123.53,55.75,14403.79,3309.0,365.0,2588976.0,817692.0,45726.0,823338.0,2442.0,899778.0,8339
162,11,2016,0,0,0,1,1,0,0,0,0,0,1,4,5,5,4,4,4,4,145413.0,18188.0,6336.53,380.4,4228.89,39.51,7202.62,454.0,287.0,956634.0,370809.0,39804.0,145525.0,1554.0,398942.0,22650
162,11,2016,0,0,0,1,1,0,0,0,0,1,1,4,5,5,4,4,4,4,305525.0,40683.0,10914.2,792.35,15749.33,76.4,13150.71,856.0,430.0,2313616.0,755420.0,64694.0,666963.0,3842.0,822697.0,8100
163,12,2016,0,0,0,0,0,1,1,1,0,0,1,4,4,4,5,5,5,4,148968.0,32956.0,11310.09,892.04,6935.31,45.11,13773.77,2617.0,581.0,1969979.0,726128.0,105936.0,274675.0,2131.0,861109.0,23281
163,12,2016,0,0,0,0,0,1,1,1,0,1,1,4,4,4,5,5,5,4,311980.0,70637.0,19050.19,2312.41,23933.54,130.8,25210.1,4846.0,675.0,4664929.0,1401691.0,229197.0,1157144.0,5933.0,1870964.0,8401
164,1,2017,0,0,1,1,0,0,0,0,1,0,1,5,5,4,4,4,4,5,145938.0,31451.0,10140.05,967.06,7424.96,48.11,12870.56,3127.0,576.0,1899032.0,683924.0,112403.0,291827.0,2652.0,808226.0,23250
164,1,2017,0,0,1,1,0,0,0,0,1,1,1,5,5,4,4,4,4,5,304079.0,66248.0,16405.09,2282.38,24947.08,109.89,22503.55,5759.0,910.0,4397417.0,1300229.0,216731.0,1246199.0,5139.0,1629119.0,8401
165,2,2017,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,132934.0,19740.0,6522.27,453.0,4868.64,18.97,7877.14,1815.0,403.0,1059791.0,396548.0,43587.0,171185.0,593.0,447878.0,21000
165,2,2017,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,277583.0,44524.0,10816.86,1453.7,17504.59,48.62,14700.24,4497.0,577.0,2807024.0,820013.0,122060.0,853093.0,2163.0,1009695.0,7616
166,3,2017,0,0,0,0,1,1,1,0,0,0,1,4,4,5,5,5,4,4,158488.0,27807.0,9143.73,524.53,6358.19,35.53,11745.16,2407.0,398.0,1558847.0,586262.0,46194.0,230045.0,1468.0,694878.0,23157
166,3,2017,0,0,0,0,1,1,1,0,0,1,1,4,4,5,5,5,4,4,330109.0,60831.0,14701.22,1442.02,23235.02,80.2,21372.57,6120.0,519.0,3868483.0,1110085.0,139444.0,1156557.0,3228.0,1459169.0,8463
167,4,2017,0,0,0,0,0,0,0,1,1,0,1,4,4,4,4,4,5,5,151763.0,28622.0,9249.98,1086.17,6047.7,23.74,12214.33,2422.0,288.0,1860473.0,646514.0,140559.0,244395.0,1024.0,827981.0,23130
