t,carrier,carrier_name,month,year,covid,control,extra_mon,extra_tue,extra_wed,extra_thu,extra_fri,extra_sat,extra_sun,top30,fulldata,mon_ct,tue_ct,wed_ct,thu_ct,fri_ct,sat_ct,sun_ct,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,day_ct
1,AA,American Airlines Inc.,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,18860.0,3267.0,953.23,376.26,1260.86,28.89,647.79,114.0,51.0,172897.0,57828.0,23407.0,48477.0,1165.0,42020.0,1710
1,AA,American Airlines Inc.,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,43418.0,8246.0,1846.02,608.23,3995.74,57.2,1738.84,340.0,124.0,433507.0,119663.0,39976.0,165304.0,2094.0,106470.0,900
1,AS,Alaska Airlines Inc.,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,6453.0,1033.0,430.87,7.95,115.24000000000001,22.7,456.25,122.0,21.0,44760.0,20972.0,585.0,3038.0,525.0,19640.0,930
1,AS,Alaska Airlines Inc.,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,8084.0,1348.0,405.64,5.46,390.75,32.83,513.31,93.0,10.0,59534.0,22670.0,301.0,11414.0,1071.0,24078.0,450
1,B6,JetBlue Airways,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,1886.0,264.0,154.73,10.0,47.39,8.22,43.64,0.0,3.0,13624.0,8876.0,873.0,1732.0,258.0,1885.0,330
1,B6,JetBlue Airways,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,3386.0,550.0,251.27,6.76,145.31,18.0,128.66,0.0,6.0,27849.0,15760.0,406.0,5381.0,463.0,5839.0,330
1,CO,Continental Air Lines Inc.,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,5505.0,1030.0,219.05,43.879999999999995,524.38,1.2,241.48,5.0,4.0,49270.0,11824.0,2516.0,20083.0,28.0,14819.0,1590
1,CO,Continental Air Lines Inc.,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,19979.0,3580.0,517.19,133.18,2141.25,16.52,771.85,29.0,101.0,177468.0,32056.0,8346.0,89105.0,808.0,47153.0,900
1,DH,Atlantic Coast Airlines,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,12964.0,2264.0,1028.42,148.26,610.14,1.0,476.18,213.0,11.0,110592.0,49212.0,12380.0,24148.0,47.0,24805.0,2160
1,DH,Atlantic Coast Airlines,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,11153.0,1720.0,427.65,63.29,844.31,2.76,382.0,225.0,22.0,91703.0,23789.0,4841.0,40937.0,53.0,22083.0,330
1,DL,Delta Air Lines Inc.,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,16245.0,2755.0,803.67,42.74,1322.09,0.0,586.4300000000001,47.0,32.0,110757.0,39008.0,2033.0,40969.0,0.0,28747.0,2190
1,DL,Delta Air Lines Inc.,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,37334.0,6592.0,1405.54,150.2,3891.71,11.36,1133.21,163.0,50.0,272981.0,71622.0,7228.0,133264.0,567.0,60300.0,900
1,EV,Atlantic Southeast Airlines,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,10468.0,3098.0,1217.37,279.77,969.58,1.56,629.69,173.0,12.0,144095.0,59039.0,21008.0,35611.0,37.0,28400.0,2610
1,EV,Atlantic Southeast Airlines,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,11884.0,2621.0,619.4,269.81,1128.51,10.81,592.48,225.0,21.0,135932.0,40870.0,19665.0,45046.0,244.0,30107.0,300
1,FL,AirTran Airways Corporation,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,2935.0,645.0,150.86,3.37,189.37,0.0,301.39,11.0,4.0,32296.0,7076.0,170.0,7503.0,0.0,17547.0,720
1,FL,AirTran Airways Corporation,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,9207.0,1979.0,264.2,63.02,899.59,0.0,752.21,44.0,16.0,101244.0,14010.0,3586.0,38999.0,0.0,44649.0,450
1,HP,America West Airlines Inc.,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,3010.0,381.0,198.88,0.0,140.7,0.4,40.99,5.0,2.0,14586.0,9057.0,0.0,3481.0,6.0,2042.0,780
1,HP,America West Airlines Inc.,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,12750.0,1891.0,662.0600000000001,18.1,866.47,18.86,325.51,32.0,19.0,80503.0,36831.0,1202.0,24325.0,617.0,17528.0,780
1,MQ,American Eagle Airlines Inc.,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,15129.0,2893.0,1159.72,156.73,803.95,4.39,768.19,215.0,12.0,139256.0,56642.0,10976.0,28672.0,160.0,42806.0,2340
1,MQ,American Eagle Airlines Inc.,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,19820.0,3069.0,504.76,76.58,1268.46,3.79,1215.44,352.0,28.0,165681.0,38773.0,5903.0,54741.0,108.0,66156.0,480
1,NW,Northwest Airlines Inc.,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,13153.0,2134.0,1020.28,70.54,853.35,3.46,186.41,97.0,20.0,91642.0,50831.0,3604.0,27668.0,200.0,9339.0,2370
1,NW,Northwest Airlines Inc.,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,28376.0,4350.0,1396.14,329.21999999999997,1916.9,16.03,691.73,271.0,43.0,195096.0,80240.0,17887.0,59796.0,711.0,36462.0,900
1,OO,SkyWest Airlines Inc.,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,14783.0,1256.0,755.0,137.0,137.0,36.0,191.0,92.0,16.0,52879.0,27407.0,7792.0,7453.0,2989.0,7238.0,2580
1,OO,SkyWest Airlines Inc.,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,17207.0,1602.0,670.0,104.0,514.0,56.0,258.0,116.0,6.0,71957.0,25573.0,5453.0,27498.0,3750.0,9683.0,360
1,RU,ExpressJet Airlines Inc.,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,15804.0,2653.0,455.54,192.62,1303.85,6.59,694.45,75.0,29.0,123086.0,21982.0,16103.0,47196.0,147.0,37658.0,2610
1,RU,ExpressJet Airlines Inc.,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,12428.0,2432.0,217.36,107.28,1477.61,7.67,622.0799999999999,96.0,100.0,126779.0,13096.0,10652.0,67908.0,195.0,34928.0,570
1,TZ,ATA Airlines d/b/a ATA,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,1108.0,134.0,41.03,3.12,44.59,1.42,43.86,2.0,0.0,6923.0,3060.0,95.0,1428.0,27.0,2313.0,270
1,TZ,ATA Airlines d/b/a ATA,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,4681.0,694.0,152.52,9.959999999999999,360.3,10.15,161.05,33.0,1.0,32414.0,8637.0,837.0,13353.0,320.0,9267.0,570
1,UA,United Air Lines Inc.,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,7363.0,1293.0,289.29,69.02,449.53,3.57,481.53,7.0,5.0,67479.0,14160.0,4944.0,17497.0,530.0,30348.0,1470
1,UA,United Air Lines Inc.,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,37430.0,5436.0,1165.49,197.29,2763.71,16.58,1292.94,154.0,73.0,277117.0,65984.0,12819.0,112512.0,2186.0,83616.0,870
1,US,US Airways Inc.,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,10734.0,2196.0,594.46,47.5,753.6800000000001,0.0,800.41,62.0,6.0,100073.0,25066.0,3801.0,27570.0,0.0,43636.0,1080
1,US,US Airways Inc.,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,23634.0,5163.0,949.8399999999999,102.39,2473.15,0.0,1637.66,190.0,41.0,229898.0,41904.0,8548.0,91263.0,0.0,88183.0,750
1,WN,Southwest Airlines Co.,6,2003,0,0,1,0,0,0,0,0,1,0,0,5,4,4,4,4,4,5,46748.0,6796.0,1552.41,219.59,1218.3899999999999,42.35,3763.29,433.0,90.0,300954.0,61270.0,15373.0,44916.0,1465.0,177930.0,1350
1,WN,Southwest Airlines Co.,6,2003,0,0,1,0,0,0,0,0,1,1,0,5,4,4,4,4,4,5,32577.0,4076.0,818.24,135.57999999999998,798.24,38.72,2285.19,125.0,46.0,172256.0,31972.0,9885.0,26628.0,1211.0,102560.0,420
2,AA,American Airlines Inc.,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,19916.0,3908.0,1312.27,360.99,1324.4499999999998,5.3100000000000005,904.89,174.0,41.0,221600.0,73707.0,24491.0,57925.0,107.0,65370.0,1767
2,AA,American Airlines Inc.,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,45484.0,10404.0,2613.35,613.45,4740.02,29.009999999999998,2408.15,558.0,140.0,638174.0,174159.0,42645.0,244687.0,766.0,175917.0,930
2,AS,Alaska Airlines Inc.,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,6961.0,1211.0,441.84,24.83,170.31,31.83,542.1899999999999,191.0,11.0,55256.0,22277.0,1637.0,4682.0,884.0,25776.0,961
2,AS,Alaska Airlines Inc.,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,8609.0,1389.0,444.97999999999996,20.54,293.52,31.37,598.63,111.0,10.0,64177.0,24095.0,1556.0,8510.0,739.0,29277.0,465
2,B6,JetBlue Airways,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,2061.0,193.0,52.05,4.48,83.17999999999999,7.02,46.27,0.0,1.0,10111.0,2770.0,496.0,3983.0,160.0,2702.0,341
2,B6,JetBlue Airways,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,3778.0,464.0,104.32000000000001,13.129999999999999,202.06,21.029999999999998,123.51999999999998,0.0,12.0,21072.0,4837.0,1687.0,7418.0,689.0,6441.0,341
2,CO,Continental Air Lines Inc.,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,5799.0,1127.0,216.79999999999998,36.85,637.9,1.62,233.79,9.0,7.0,57901.0,13404.0,3069.0,28228.0,34.0,13166.0,1612
2,CO,Continental Air Lines Inc.,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,20847.0,3935.0,568.96,117.12,2327.33,14.09,907.48,68.0,75.0,215159.0,36574.0,9802.0,113071.0,361.0,55351.0,930
2,DH,Atlantic Coast Airlines,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,13173.0,2717.0,1211.91,334.92,721.85,1.0,447.34,591.0,21.0,163763.0,65430.0,31475.0,41190.0,109.0,25559.0,2263
2,DH,Atlantic Coast Airlines,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,11448.0,2057.0,488.68,97.00999999999999,889.6800000000001,8.46,573.17,575.0,38.0,137084.0,30020.0,9249.0,61076.0,207.0,36532.0,341
2,DL,Delta Air Lines Inc.,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,17064.0,3573.0,893.5,121.21000000000001,1787.8,1.94,768.58,131.0,29.0,182822.0,47252.0,11318.0,72519.0,104.0,51629.0,2325
2,DL,Delta Air Lines Inc.,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,38231.0,7269.0,1542.02,190.38,4184.88,7.05,1344.69,329.0,102.0,375280.0,89908.0,15299.0,178330.0,374.0,91369.0,930
2,EV,Atlantic Southeast Airlines,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,10318.0,3982.0,1513.74,224.54,1332.27,1.1400000000000001,910.36,271.0,24.0,201509.0,83241.0,17588.0,52547.0,34.0,48099.0,2635
2,EV,Atlantic Southeast Airlines,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,11940.0,3110.0,705.42,260.11,1338.8700000000001,9.57,796.0,369.0,18.0,169803.0,48747.0,20898.0,57475.0,208.0,42475.0,372
2,FL,AirTran Airways Corporation,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,3148.0,936.0,187.35,7.57,327.33,0.0,413.73,45.0,5.0,55761.0,9334.0,822.0,16750.0,0.0,28855.0,744
2,FL,AirTran Airways Corporation,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,9744.0,2429.0,355.27,70.91,1074.8700000000001,0.0,927.98,110.0,15.0,152845.0,20895.0,6478.0,56872.0,0.0,68600.0,465
2,HP,America West Airlines Inc.,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,3014.0,567.0,304.9,7.66,171.9,2.85,79.71,17.0,2.0,23914.0,14582.0,729.0,4715.0,73.0,3815.0,806
2,HP,America West Airlines Inc.,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,13265.0,2207.0,891.96,53.81,807.76,11.27,442.21000000000004,117.0,26.0,114444.0,53315.0,4265.0,30083.0,259.0,26522.0,806
2,MQ,American Eagle Airlines Inc.,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,15770.0,3436.0,1316.56,133.34,1021.13,3.76,961.26,458.0,18.0,176754.0,63309.0,9930.0,46674.0,124.0,56717.0,2418
2,MQ,American Eagle Airlines Inc.,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,20516.0,3507.0,531.87,81.76,1406.29,6.97,1480.15,668.0,38.0,207580.0,41711.0,7322.0,72611.0,176.0,85760.0,527
2,NW,Northwest Airlines Inc.,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,14160.0,2423.0,1105.87,107.47,929.75,0.87,279.14,198.0,28.0,109532.0,52028.0,9335.0,33218.0,13.0,14938.0,2418
2,NW,Northwest Airlines Inc.,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,29659.0,4485.0,1447.76,384.11,1912.82,13.950000000000001,726.3100000000001,406.0,55.0,236537.0,90318.0,31763.0,70970.0,407.0,43079.0,930
2,OO,SkyWest Airlines Inc.,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,15332.0,1152.0,815.0,141.0,65.0,6.0,125.0,91.0,21.0,46335.0,30735.0,7498.0,3329.0,128.0,4645.0,2759
2,OO,SkyWest Airlines Inc.,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,18277.0,1405.0,742.0,177.0,210.0,24.0,252.0,149.0,6.0,56295.0,29202.0,8690.0,8881.0,532.0,8990.0,372
2,RU,ExpressJet Airlines Inc.,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,16604.0,3445.0,558.47,153.35,1885.46,6.68,841.05,158.0,35.0,169667.0,28119.0,10666.0,82057.0,184.0,48641.0,2697
2,RU,ExpressJet Airlines Inc.,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,13097.0,2520.0,236.86,90.61999999999999,1392.47,6.29,793.76,201.0,65.0,133517.0,15607.0,7857.0,65977.0,139.0,43937.0,589
2,TZ,ATA Airlines d/b/a ATA,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,1115.0,224.0,44.8,3.46,78.93,3.35,93.48,7.0,0.0,14070.0,2435.0,299.0,4465.0,99.0,6772.0,279
2,TZ,ATA Airlines d/b/a ATA,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,4808.0,1104.0,218.12,20.6,500.83000000000004,20.45,344.0,42.0,8.0,79579.0,15086.0,1415.0,32945.0,512.0,29621.0,589
2,UA,United Air Lines Inc.,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,7864.0,1656.0,389.24,80.47,508.13,0.0,678.09,72.0,4.0,112498.0,19891.0,9031.0,27883.0,0.0,55693.0,1519
2,UA,United Air Lines Inc.,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,40073.0,6866.0,1413.1399999999999,278.97,3346.0,0.0,1827.87,583.0,87.0,464324.0,88580.0,25758.0,202267.0,0.0,147719.0,899
2,US,US Airways Inc.,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,10796.0,2735.0,662.98,99.92999999999999,1018.0500000000001,0.0,954.07,175.0,12.0,136313.0,28202.0,7515.0,45308.0,0.0,55288.0,1085
2,US,US Airways Inc.,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,24089.0,5765.0,1135.46,228.59,2549.06,0.0,1851.88,450.0,49.0,291581.0,53809.0,18847.0,106514.0,0.0,112411.0,775
2,WN,Southwest Airlines Co.,7,2003,0,0,0,1,1,1,0,0,0,0,0,4,5,5,5,4,4,4,48035.0,7351.0,1694.96,278.23,1230.3899999999999,28.080000000000002,4119.39,356.0,94.0,368860.0,68318.0,20458.0,50686.0,813.0,228585.0,1395
2,WN,Southwest Airlines Co.,7,2003,0,0,0,1,1,1,0,0,0,1,0,4,5,5,5,4,4,4,33573.0,5027.0,1002.57,261.0,1057.3700000000001,16.86,2689.2000000000003,155.0,108.0,269040.0,42658.0,23970.0,48675.0,425.0,153312.0,434
3,AA,American Airlines Inc.,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,19814.0,4153.0,1235.53,565.13,1386.53,11.99,953.79,335.0,35.0,238104.0,76410.0,39460.0,56767.0,326.0,65141.0,1767
3,AA,American Airlines Inc.,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,45433.0,10806.0,2556.61,873.28,4963.05,43.46,2369.67,1073.0,230.0,691060.0,177526.0,68407.0,269991.0,1423.0,173713.0,930
3,AS,Alaska Airlines Inc.,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,6943.0,1427.0,496.97,15.42,268.2,51.85,594.5,178.0,17.0,64707.0,25984.0,1057.0,7181.0,1359.0,29126.0,961
3,AS,Alaska Airlines Inc.,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,8594.0,1765.0,532.73,14.64,447.84999999999997,22.4,747.38,134.0,8.0,79436.0,29167.0,718.0,13001.0,513.0,36037.0,465
3,B6,JetBlue Airways,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,2057.0,340.0,155.89000000000001,2.63,98.42,5.07,77.99,7.0,2.0,21114.0,12118.0,219.0,3961.0,143.0,4673.0,341
3,B6,JetBlue Airways,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,3803.0,883.0,217.88,15.98,339.57,20.0,289.57,16.0,24.0,57277.0,18157.0,1073.0,15906.0,596.0,21545.0,341
3,CO,Continental Air Lines Inc.,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,5657.0,1017.0,211.0,35.589999999999996,530.54,0.06,239.78,31.0,2.0,60492.0,13640.0,2730.0,24803.0,5.0,19314.0,1612
3,CO,Continental Air Lines Inc.,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,20457.0,4014.0,624.24,144.64999999999998,2443.98,8.49,792.61,132.0,85.0,267422.0,44418.0,13712.0,144954.0,204.0,64134.0,930
3,DH,Atlantic Coast Airlines,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,13072.0,2740.0,1107.87,352.38,737.57,1.4,540.76,358.0,34.0,155325.0,58541.0,31073.0,34554.0,64.0,31093.0,2232
3,DH,Atlantic Coast Airlines,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,11365.0,2138.0,460.19,136.58,996.8599999999999,9.5,534.88,437.0,49.0,141444.0,29453.0,12643.0,63084.0,376.0,35888.0,341
3,DL,Delta Air Lines Inc.,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,17157.0,3581.0,994.04,72.4,1745.47,0.68,768.4,82.0,26.0,160842.0,50983.0,5093.0,61301.0,30.0,43435.0,2325
3,DL,Delta Air Lines Inc.,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,38910.0,8286.0,1806.17,190.54,4808.52,5.34,1475.42,406.0,128.0,400446.0,104150.0,10221.0,194709.0,431.0,90935.0,930
3,EV,Atlantic Southeast Airlines,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,10272.0,3504.0,1177.9,224.53,1264.08,4.67,832.8,213.0,19.0,161031.0,58478.0,16578.0,47160.0,269.0,38546.0,2728
3,EV,Atlantic Southeast Airlines,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,11466.0,2847.0,525.25,235.98,1374.6000000000001,8.49,702.6899999999999,325.0,22.0,135991.0,33804.0,15530.0,50911.0,291.0,35455.0,434
3,FL,AirTran Airways Corporation,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,3065.0,954.0,188.4,9.02,315.77,0.0,440.82,19.0,7.0,51456.0,7672.0,590.0,14090.0,0.0,29104.0,744
3,FL,AirTran Airways Corporation,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,9603.0,2860.0,402.15999999999997,75.92,1324.37,0.0,1057.55,76.0,33.0,158677.0,20475.0,5677.0,61679.0,0.0,70846.0,465
3,HP,America West Airlines Inc.,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,2963.0,575.0,262.03,9.76,226.88,0.0,76.34,16.0,2.0,23787.0,12627.0,544.0,6263.0,0.0,4353.0,806
3,HP,America West Airlines Inc.,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,13208.0,2370.0,898.35,43.07,926.9499999999999,14.610000000000001,487.02000000000004,104.0,31.0,119437.0,55877.0,3351.0,31957.0,416.0,27836.0,806
3,MQ,American Eagle Airlines Inc.,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,15752.0,3538.0,1157.3,245.32,1141.88,3.59,989.97,420.0,16.0,182993.0,56023.0,15090.0,49967.0,238.0,61675.0,2418
3,MQ,American Eagle Airlines Inc.,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,20455.0,3595.0,590.85,114.64999999999999,1417.64,8.14,1463.77,722.0,47.0,222492.0,42336.0,11262.0,80552.0,225.0,88117.0,527
3,NW,Northwest Airlines Inc.,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,14132.0,2468.0,1087.33,109.46000000000001,981.3,2.23,287.69,228.0,41.0,110995.0,53559.0,7393.0,34672.0,43.0,15328.0,2387
3,NW,Northwest Airlines Inc.,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,29768.0,4784.0,1451.3999999999999,407.40999999999997,2123.56,14.57,787.0400000000001,660.0,88.0,256448.0,90631.0,32305.0,86261.0,432.0,46819.0,930
3,OO,SkyWest Airlines Inc.,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,15713.0,1431.0,927.0,198.0,126.0,4.0,176.0,132.0,41.0,63920.0,36474.0,13913.0,6378.0,182.0,6973.0,2666
3,OO,SkyWest Airlines Inc.,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,18913.0,1766.0,794.0,206.0,439.0,26.0,301.0,176.0,2.0,83314.0,33374.0,16720.0,20667.0,984.0,11569.0,372
3,RU,ExpressJet Airlines Inc.,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,16153.0,3217.0,592.61,137.15,1737.8700000000001,3.15,746.1899999999999,408.0,27.0,171592.0,33230.0,9828.0,78958.0,90.0,49486.0,2666
3,RU,ExpressJet Airlines Inc.,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,12737.0,2469.0,269.71000000000004,104.58,1514.49,3.32,576.9,408.0,93.0,163881.0,18955.0,10068.0,98101.0,118.0,36639.0,589
3,TZ,ATA Airlines d/b/a ATA,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,1109.0,196.0,45.03,2.67,69.7,4.33,74.27,7.0,0.0,13233.0,3307.0,152.0,3859.0,435.0,5480.0,279
3,TZ,ATA Airlines d/b/a ATA,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,4840.0,911.0,182.88,12.290000000000001,418.42,27.55,269.84000000000003,39.0,2.0,60246.0,11892.0,894.0,25573.0,1302.0,20585.0,589
3,UA,United Air Lines Inc.,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,7814.0,1516.0,361.84999999999997,67.53999999999999,544.3,0.0,542.37,71.0,10.0,96272.0,21733.0,6310.0,24265.0,0.0,43964.0,1519
3,UA,United Air Lines Inc.,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,39567.0,6425.0,1341.99,263.65,3204.1400000000003,0.22,1614.96,499.0,134.0,435208.0,87402.0,24646.0,183773.0,8.0,139379.0,899
3,US,US Airways Inc.,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,10656.0,2784.0,670.65,123.94,957.87,0.0,1031.56,193.0,13.0,146166.0,31737.0,8178.0,41999.0,0.0,64252.0,1054
3,US,US Airways Inc.,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,24116.0,6201.0,1128.79,291.91,2731.63,0.0,2048.64,570.0,87.0,336122.0,55048.0,20459.0,127025.0,0.0,133590.0,775
3,WN,Southwest Airlines Co.,8,2003,0,0,0,0,0,0,1,1,1,0,0,4,4,4,4,5,5,5,47851.0,6350.0,1581.7,277.13,1050.89,33.34,3406.97,430.0,82.0,295117.0,64569.0,19055.0,39917.0,1342.0,170234.0,1395
3,WN,Southwest Airlines Co.,8,2003,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,5,5,5,33569.0,4415.0,858.8199999999999,224.43,930.78,31.25,2369.73,204.0,80.0,212723.0,36669.0,16466.0,39886.0,1369.0,118333.0,434
4,AA,American Airlines Inc.,9,2003,0,0,1,1,0,0,0,0,0,0,0,5,5,4,4,4,4,4,18299.0,1982.0,579.77,138.91,866.87,0.33,396.1,233.0,34.0,108058.0,32891.0,11821.0,38879.0,14.0,24453.0,1710
4,AA,American Airlines Inc.,9,2003,0,0,1,1,0,0,0,0,0,1,0,5,5,4,4,4,4,4,42776.0,5892.0,1322.5,264.98,3290.67,0.28,1013.53,904.0,100.0,312222.0,82816.0,19323.0,145897.0,23.0,64163.0,900
4,AS,Alaska Airlines Inc.,9,2003,0,0,1,1,0,0,0,0,0,0,0,5,5,4,4,4,4,4,5904.0,748.0,258.79,30.0,122.96,13.61,322.65,156.0,23.0,35522.0,12726.0,1728.0,3457.0,377.0,17234.0,930
