"","Value","Std. Error","t value"
"(Intercept)",-1.65681068443793,0.016611987765788,-99.7358478586226
"covid",-0.675972389056682,0.00968305465722145,-69.809828921347
"arr_flights_n",0.777836457595287,0.0722764279774781,10.7619659598793
"ATL",-0.82169965921255,0.102017166889949,-8.05452341270134
"ORD",-0.378568857150764,0.0972184594291272,-3.89400181173148
"CLT",-0.472446350103739,0.0940363457859358,-5.02408240298081
"DEN",-0.355168554368644,0.0952871331997495,-3.72735061326808
"ADK",1.61980801736648,0.113325771209968,14.2933774027915
"LAX",-0.361282437391567,0.0926465134178499,-3.89957942358962
"ITO",-1.21039702453169,0.089094501667413,-13.585541216113
"MSP",-0.489782138722061,0.091007593692818,-5.38177221095686
"DTW",-0.456342030623254,0.0911044224899432,-5.00899976259252
"PHX",-0.367958383035899,0.091710522906536,-4.01217190104665
"sep",-0.433732931985949,0.0221886288170893,-19.5475320066599
"mar",-0.287769451107626,0.0170639504079705,-16.8641753068627
"CDB",1.40934096253916,0.134104349954628,10.5092859628788
"oct",-0.337250370200017,0.0225535681839203,-14.9533043928925
"jul",0.171571261864122,0.0167668195054648,10.2327851628749
"feb",0.407695071646286,0.0250968167453589,16.24489176388
"extra_tue",0.224521871348191,0.0161356913840199,13.9146111563926
"EKO",-0.910608827037332,0.0964675110947425,-9.4395389359948
"LIH",-0.805803659680317,0.0890863417765013,-9.04519866470561
"HIB",-0.821191820755042,0.0918467400209181,-8.94089241020438
"BTM",-0.784573332099304,0.0904442667417098,-8.67466076473243
"HNL",-0.513133200208821,0.0891950002025456,-5.7529368130903
"KOA",-0.685686315476207,0.0890852509581961,-7.69696788302219
"apr",-0.287653733082562,0.0178943517981704,-16.0751133277693
"may",-0.223382546200596,0.0169641685307874,-13.1679042091094
"extra_sat",0.243561509666301,0.0165585721498916,14.7090888913327
"BJI",-0.648570587378612,0.0891077974759306,-7.27849420308925
"extra_thu",0.126947359969574,0.0121978464622903,10.4073584105221
"OGG",-0.506836220433852,0.0890929894443273,-5.68884514477501
"OTZ",-0.628563359908596,0.0933121271490712,-6.73613793954597
"BQN",0.758878482022452,0.110741496491482,6.85270206801679
"LWS",-0.618918503177153,0.0904438267746088,-6.84312600703566
"PIH",-0.593177704495223,0.089106585030386,-6.65694577222262
"ELM",-0.564482930205904,0.0948508724236793,-5.95126766662172
"ABR",-0.570563556652564,0.0933095869312937,-6.11473671052349
"jan",-0.21247154348034,0.0224458062572481,-9.46597957075965
